,tag,type,author,doi,journal,pages,title,volume,year,publisher,url,institution,number,mendeley-tags,booktitle,edition,month,address,editor,arc-citations,arc-source
2679,Papachristou2016,techreport,"Papachristou, Dimitris",,,,{The emergence of risk over one year},,2016,,,Institute and Faculty of Actuaries,,PMIR,,,,,,0,mendeley
2680,Wang2021,article,"Wang, Ruodu and Zitikis, Ričardas",10.2139/ssrn.3423042,Management Science,1413--1429,{An Axiomatic Foundation for the Expected Shortfall},67,2021,,,,,"CMM,PMIR,WangR",,,,,,0,mendeley
2681,Aonplc2017,techreport,Aon plc,,,,{Global Risk Management Survey},,2017,,,,,Aon,Risk Management,,,,,0,mendeley
2682,Grothoff2018,techreport,"Grothoff, Christian and Benoist, Emmanuel",,,,{Decentralized Authentication for Self-Sovereign Identities using Name Systems (DASEIN)},,2018,,,,,,,,,,,0,mendeley
2683,Term2009,article,"Term, Fall",,,1--7,{ECO 317 – Economics of Uncertainty – Fall Term 2009 Slides to accompany 15.},,2009,,,,,,,,,,,0,mendeley
2684,Kingdom2012,article,"Kingdom, United and Discussion, Compensation",,,,{To the Holders of Ordinary Shares of Aon plc:},,2012,,,,7876075,,,,,,,0,mendeley
2685,Johnson1992,book,"Johnson, Norman L. and Kotz, Samuel and Kemp, Adrienne W.",,,,{Univariate Discrete Distributions},,1992,J. Wiley and Sons,,,,,,Second,,,,0,mendeley
2686,Boonen2015,article,"Boonen, Tim J.",10.1017/asb.2015.11,ASTIN Bulletin,703--728,{Competitive equilibria with distortion risk measures},45,2015,,,,3,Risk Sharing,,,,,,0,mendeley
2687,REVIEW2019,article,REVIEW,10.1111/j.1365-2958.2003.03935.x,Journal of Risk and Insurance,1--31,{Copula-based risk aggregation and the effect of reinsurance},,2019,,,,,,,,,,,0,mendeley
2688,Fackler2023,article,"Fackler, Michael",10.2139/ssrn.3813246,Annals of Actuarial Science,145--169,"{Panjer class revisited: one formula for the distributions of the Panjer (a,b,n) class}",17,2023,,,,1,FFT,,,,,,0,mendeley
2689,Tao2007,article,"Tao, Terence",10.1007/s11854-008-0001-0,Journal d'Analyse Mathematique,1--45,"{A correspondence principle between (hyper)graph theory and probability theory, and the (hyper)graph removal lemma}",103,2007,,,,1,,,,,,,0,mendeley
2690,CreditSuisse2012,techreport,{Credit Suisse},,,,{Credit Suisse Global Investment Returns Yearbook 2012},,2012,,,,,,,,,,,0,mendeley
2691,Armerin2014,article,"Armerin, Fredrik",10.1080/03461238.2011.628408,Scandinavian Actuarial Journal,32--40,{An axiomatic approach to the valuation of cash flows},1238,2014,,,,1,,,,,,,0,mendeley
2692,AonBenfield2015c,article,{Aon Benfield},,,,{Catastrophe Risk Tolerance Study},,2015,,,,,Aon,,,,,,0,mendeley
2693,Dwork2006a,article,"Dwork, Cynthia and McSherry, Frank and Nissim, Kobbi and Smih, Adam",,Theory of cryptography conference,265--284,{Calibrating Noise to Sensitivity in Private Data Analysis},,2006,,http://arxiv.org/abs/1203.3453,,,,,,,,,0,mendeley
2694,Moro2017,article,"Moro, Eric Dal",,,,{Fishing for scenarios},,2017,,,,,,,,,,,0,mendeley
2695,Clark1981,article,"Clark, Samuel K.",,,,{Mechanics of Pneumatic Tires},,1981,,,,,,,,,,,0,mendeley
2696,Tan2014,article,"Tan, Ken Seng and Weng, Chengguo",10.1080/10920277.2014.888008,North American Actuarial Journal,315--342,{Empirical Approach for Optimal Reinsurance Design},18,2014,,,,2,,,,,,,0,mendeley
2697,Arrow1974,book,"Arrow, Kenneth J.",,,,{The limits of organization},,1974,WW Norton & Company,,,,,,,,,,0,mendeley
2698,Vinogradov2004a,article,"Vinogradov, Vladimir",10.1081/STA-120029821,Communications in Statistics - Theory and Methods,1007--1029,{On the power-variance family of probability distributions},33,2004,,,,5,,,,,,,0,mendeley
2699,Anscombe1983,article,"Anscombe, F. J. and Glynn, William J.",10.1093/biomet/70.1.227,Biometrika,227--234,{Distribution of the kurtosis statistic b2 for normal samples},70,1983,,,,1,,,,,,,594,mendeley
2700,Rates2007,article,"Rates, Average Tax",,,,"{Individual Income Tax Rates and Shares , 2007}",,2007,,,,,,,,,,,0,mendeley
2701,Munari2023,article,"Munari, Cosimo and Weber, Stefan and Wilhelmy, Lutz",10.1111/jori.12405,Journal of Risk and Insurance,329--380,{Capital requirements and claims recovery: A new perspective on solvency regulation},90,2023,,,,2,JRI2023,,,,,,0,mendeley
2702,Gabrielli2019,article,"Gabrielli, Andrea and Wüthrich, Mario V.",10.1017/S1748499518000325,Annals of Actuarial Science,334--359,{Back-testing the chain-ladder method},13,2019,,,,2,,,,,,,0,mendeley
2703,InternationalAccountingStandardsBoard2017,techreport,{International Accounting Standards Board},10.4324/9781315099842-7,,,{IFRS 17 - Insurance Contracts},,2017,,https://www.ifrs.org/content/dam/ifrs/publications/pdf-standards/english/2022/issued/part-a/ifrs-17-insurance-contracts.pdf?bypass=on,,,"Cmm,Ifrs,Pmir",,,,,,0,mendeley
2704,Romer1986,article,"Romer, Paul",,Journal of Political Economics,1002--1037,{Inceasing returns and long term growth},4,1986,,http://rcer.econ.rochester.edu/RCERPAPERS/rcer_27.pdf,,5,,,,,,,39071,mendeley
2705,Scott2009,article,"Scott, Jennifer Zhu and Sharpe, W. and Watson, J.",,Journal Of Investment Management ( …,31--48,{The 4,7,2009,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1115023,,3,,,,,,,0,mendeley
2706,Byram1995,techreport,"Byram, David",,,,{Practical Postscript - A Guide to Digital Typesetting},,1995,,,,,Book,,,,,,0,mendeley
2707,Philipov2004,article,"Philipov, Alexander and Mae, Fannie and Glickman, Mark E.",,,,{Multivariate Stochastic Volatility Via Wishart Processes},,2004,,,,,,,,,,,0,mendeley
2708,TheADTCorporation2015,article,{The ADT Corporation},,,,{Investor Day Presentation},,2015,,,,,,,,,,,0,mendeley
2709,Verstein2017,article,"Verstein, Andrew",,116 Mich. L. Re.,,{Enterprise without the Entities},247,2017,,,,,,,,,,,0,mendeley
2710,Stein1997,article,"Stein, Jeremy C.",,Journal of Finance,111--133,{Internal capital markets and the competition for corporate resources},52,1997,,,,1,,,,,,,0,mendeley
2711,Rogaway2004,article,"Rogaway, Phillip and Shrimpton, Thomas",10.1007/b98177,FSE 2004: Fast Software Encryption,371--388,"{Cryptographic Hash-Function Basics: Definitions, Implications, and Separations for Preimage Resistance, Second-Preimage Resistance, and Collision Resistance}",3017,2004,,http://rd.springer.com/chapter/10.1007/978-3-540-25937-4_24%5Cnhttp://eprint.iacr.org/2004/035,,Fse,,,,,,,0,mendeley
2712,Mai2009,article,"Mai, Jan Frederik and Scherer, Matthias",10.1016/j.jmva.2009.01.010,Journal of Multivariate Analysis,1567--1585,{Lévy-frailty copulas},100,2009,Elsevier Inc.,http://dx.doi.org/10.1016/j.jmva.2009.01.010,,7,,,,,,,0,mendeley
2713,Mata2000,article,"Mata, Ana J.",10.2143/ast.30.2.504640,ASTIN Bulletin,349--368,{Pricing Excess of Loss Reinsurance with Reinstatements},30,2000,,,,2,FFT,,,,,,0,mendeley
2714,Steele1990,article,"Steele, Guy L. and White, Jon L.",10.1145/93542.93559,Proceedings of the ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI),112--126,{How to print floating-point numbers accurately},20-22-June,1990,,,,,,,,,,,0,mendeley
2715,Meredith2014,article,"Meredith, Brian R.",,,,"{Show me the Money, 2014}",,2014,,,,August,,,,,,,0,mendeley
2716,Jørgensen1986,article,"Jørgensen, Bent",,Scandinavian Journal of Statistics,187--197,{Some Properties of Exponential Dispersion Models},13,1986,,,,3,EDM-GLM,,,,,,0,mendeley
2717,Cummins2000,incollection,"Cummins, J. David and Phillips, Richard D.",,,,{Applications of Financial Pricing Models in Property-Liability Insurance},,2000,Kluwer Academic,,,,Cummins,Handbook of Insurance,,,,"Dionne, Georges",0,mendeley
2718,AitSahalia2009,article,"Aït-Sahalia, Yacine and Jacod, Jean",10.1214/08-AOS640,The Annals of Statistics,2202--2244,{Estimating the degree of activity of jumps in high frequency data},37,2009,,http://projecteuclid.org/euclid.aos/1247663753,,5A,,,,oct,,,0,mendeley
2719,Fier2023,article,"Fier, Stephen G. and Liebenberg, Andre P.",10.1111/jori.12438,Journal of Risk and Insurance,861--897,{Do insurers use internal capital markets to manage regulatory scrutiny risk?},90,2023,,,,4,JRI2023,,,,,,0,mendeley
2720,Pendse2004,article,"Pendse, Shantanu J. and Gole, Priya P.",,,,{International Transfer Pricing : Pointers towards Balance of Payment issues of an economy},,2004,,,,,,,,,,,0,mendeley
2721,Brennan1993,article,"Brennan, Michael J.",10.1007/BF01125816,The GENEVA Papers on Risk and Insurance Theory,7--30,"{Aspects of insurance, intermediation and finance}",18,1993,,,,1,,,,,,,0,mendeley
2722,Ruschendorf1982a,article,"Rüschendorf, Ludger",10.2307/1426677,Advances in Applied Probability,623--632,{Random Variables with Maximum Sums},14,1982,,http://www.jstor.org/stable/1426677 http://about.jstor.org/terms,,3,Risk Measures,,,,,,0,mendeley
2723,ActuarialGuidanceCouncil2021,techreport,{Actuarial Guidance Council},,,,{Application of IFRS 17 Insurance Contracts Actuarial Guidance Council},,2021,,,Canadian Institute of Actuaries,October,IFRS,,,,,,0,mendeley
2724,Niehorster2013,techreport,"Niehorster, Falk",,,,{Warming of the Oceans and implications for the (Re)insurance industry},,2013,,,,,"Book,Risk Measures",Geneva Association,,,,,0,mendeley
2725,Bernard2009a,article,"Bernard, Carole and Tian, Weidong",10.1111/j.1539-6975.2009.01315.x,Journal of Risk and Insurance,709--725,{Optimal reinsurance arrangements under tail risk measures},76,2009,,,,3,Risk Sharing,,,,,,0,mendeley
2726,Norris1997,book,"Norris, J. R.",,,,{Markov Chains},,1997,Cambridge University Press,,,,,,,,,,0,mendeley
2727,Cherny2006b,article,"Cherny, Alexander S.",10.15713/ins.mmj.3,Finance and Stochastics,367----393,{Weighted VaR and its Properties},10,2006,,,,3,Cherny,,,,,,0,mendeley
2728,Gilboa1987,article,"Gilboa, Itzhak",10.1016/0304-4068(87)90022-X,Journal of Mathematical Economics,65--88,{Expected utility with purely subjective non-additive probabilities},16,1987,,,,1,Book,,,,,,1750,mendeley
2729,Papush2001,article,"Papush, Dmitry E. and Patrik, Gary S. and Podgaits, Felix",,Casualty Actuarial Society Forum,175--186,{Approximations of the Aggregate Loss Distribution},Winter,2001,,http://www.casact.org/pubs/forum/01wforum/01wf175.pdf,,,FFT,,,,,,0,mendeley
2730,SASInstituteInc2005,article,{SAS Institute Inc},,SAS/STAT User's Guide,1364--1467,{The GENMOD Procedure},,2005,,http://www.math.wpi.edu/saspdf/stat/chap29.pdf,,,,,,,,,0,mendeley
2731,Margherio1998,article,"Margherio, Lynn",10.1007/3-540-34488-8_15,US Department of Commerce,,{The emerging digital economy},,1998,,,,,,,,,,,0,mendeley
2732,Letac2015,incollection,"Letac, Gérard",10.1007/978-3-319-25826-3_4,,53--83,{Associated natural exponential families and elliptic functions},,2015,,,,,EDM-GLM,"The Fascination of Probability, Statistics and their Applications: In Honour of Ole E. Barndorff-Nielsen",,,,,0,mendeley
2733,Friedman1969,inproceedings,"Friedman, Don G.",,,153----183,{Computer Simulation of the Earthquake Hazard},,1969,,,,,,Geologic Hazards and Public Problems,,,,,0,mendeley
2734,Klenke2014,book,"Klenke, Achim",10.1007/978-1-4471-5361-0,,638,{Probability Theory},,2014,,http://www.springer.com/mathematics/probability/book/978-1-4471-5360-3,,,Book,,,,,,0,mendeley
2735,Rothschild1970,article,"Rothschild, Michael and Stiglitz, Joseph E.",10.1016/0022-0531(70)90038-4,Journal of Economic Theory,225--243,{Increasing risk: I. A definition},2,1970,,,,3,PIR,,,,,,0,mendeley
2736,Dunford1957,book,"Dunford, Nelson and Schwartz, Jacob T.",10.2307/2308567,,,{Linear Operators. Part I: General Theory.},,1957,Wiley-Interscience,,,,Book,,,,,,0,mendeley
2737,Colquitt2005,article,"Colquitt, L. L. E. E.",,Proceedings of the Casualty Actuarial Society,1--30,{An Examination of the Influence of Leading Actuarial Journals},XCII,2005,,,,176,,,,,,,0,mendeley
2738,BohYYYY,article,"Bohn, Kristi and Heijde, Mary Van Der and Barrett, Joan",,,,"{SOA Advanced Pricing Boot Camp Who ? • Attendees - who are you , where do you work , what do you do , what you seek most from this bootcamp ?}",,,,,,,,,,,,,0,mendeley
2739,Haldane2012,article,"Haldane, A. G. and Madouros, Vasileios",,Speech presented at the Federal …,1--34,{The dog and the frisbee},,2012,,http://www.thebrokenwindow.net/papers/a/ah.pdf,,August,,,,,,,0,mendeley
2740,Acerbi2002b,article,"Acerbi, Carlo and Tasche, Dirk",,Economic notes,1--9,{Expected Shortfall: a natural coherent alternative to Value at Risk},,2002,,http://onlinelibrary.wiley.com/doi/10.1111/1468-0300.00091/full,,,,,,,,,0,mendeley
2741,Rockafellar2009,book,"Rockafellar, R. Tyrrell and Wets, Roger J-B.",10.1007/978-3-642-25847-3,,,{Variational Analysis},338,2009,Springer-Verlag,http://www.springerlink.com/index/10.1007/978-3-540-71050-9,,,Rockafellar,Media,,,Berlin Heidelberg,,0,mendeley
2742,Gowers2007,article,"Gowers, W. T.",10.4007/annals.2007.166.897,Annals of Mathematics,897--946,{Hypergraph regularity and the multidimensional Szemerédi theorem},166,2007,,,,3,,,,,,,399,mendeley
2743,Roberts2008,article,"Roberts, Gareth O. and Rosenthal, Jeffrey S.",,,1--28,{Examples of Adaptive MCMC by},,2008,,,,,,,,,,,0,mendeley
2744,Carlsson2009,article,"Carlsson, Gunnar",10.1090/S0273-0979-09-01249-X,Bulletin of the American Mathematical Society,255--308,{Topology and data},46,2009,,http://www.ams.org/journal-getitem?pii=S0273-0979-09-01249-X,,2,,,,jan,,,0,mendeley
2745,Dwork2010a,article,"Dwork, Cynthia and Nissim, Kobbi",10.1007/978-3-540-28628-8_32,,528--544,{Privacy-Preserving Datamining on Vertically Partitioned Databases},,2010,,,,,,,,,,,0,mendeley
2746,USAFactsorg2017,techreport,USAFactsorg,,,,{USAFacts Summary 2017},,2017,,,,,,,,,,,0,mendeley
2747,Baker2014,article,"Baker, Laurence and Ciliberti, Patricia and Connor, Stephen M. and Craven, Jeffery W. and Johnson, Daniel and Knoerzer, Geoffrey and Neeser, Robert and Nelson, Steven and Nerheim, Magne and Robinson, Michael",,,1--17,{HIMEX Law Suit},,2014,,,,9464,,,,,,,0,mendeley
2748,Bengio2003,article,"Bengio, Yoshua and Ducharme, Réjean and Vincent, Pascal and Janvin, Christian",10.1162/153244303322533223,The Journal of Machine Learning Research,1137--1155,{A Neural Probabilistic Language Model},3,2003,,,,,,,,,,,0,mendeley
2749,Aonplc2014a,article,Aon plc,,,,{Code of Business Conduct},,2014,,,,,Aon,,,,,,0,mendeley
2750,Farmer2016,article,"Farmer, Roger E. A.",,,,{The Stock Market Crash Really Did Cause the Great Recession},,2016,,,,,,,,,,,0,mendeley
2751,Resnick1997,article,"Resnick, Sidney I.",10.2143/ast.27.1.563211,ASTIN Bulletin,139--151,{Discussion of the Danish Data on Large Fire Insurance Losses},27,1997,Cambridge University Press (CUP),,,1,,,,may,,,0,mendeley
2752,Ohlsson2010,book,"Ohlsson, Esbjörn and Johansson, Björn",,,,{Non-Life Insurance Pricing with Generalized Linear Models},,2010,Springer,,,,Book,,,,,,0,mendeley
2753,Kokonendji2006,article,"Kokonendji, Célestin C. and Khoudar, Mohamed",10.1016/j.spl.2006.02.006,Statistics and Probability Letters,1364--1368,{On Lévy measures for infinitely divisible natural exponential families},76,2006,,,,13,,,,,,,0,mendeley
2754,Grace1993,article,"Grace, Martin F. and Harrington, Scott E. and Klein, Robert W.",,,,{Risk-Based Capital and Solvency Screening: Hypotheses and Empirical Tests},,1993,,,,,,,,,,,0,mendeley
2755,Antal2009,techreport,"Antal, Peter",,,,{Mathematical Methods in Reinsurance},,2009,,https://www.actuaries.ch/fr/downloads/aid!b4ae4834-66cd-464b-bd27-1497194efc96/id!96/Reinsurance_Script2009_v2.pdf,Swiss Re,,,,,,,,0,mendeley
2756,Autor2015,article,"Autor, David H.",,Journal of Economic Perspectives,3--30,{Why are there still so many jobs? The history and future of workplace automation},29,2015,,,,3,Autor,,,,,,0,mendeley
2757,Bignozzi2020,article,"Bignozzi, Valeria and Burzoni, Matteo and Munari, Cosimo",10.1111/jori.12285,Journal of Risk and Insurance,437--475,{Risk Measures Based on Benchmark Loss Distributions},87,2020,,,,2,JRI2020,,,,,,0,mendeley
2758,Cherubini2022,article,"Cherubini, Umberto and Neri, Paolo",10.2139/ssrn.4192079,SSRN Electronic Journal,1--37,"{Climate Change, Time Deformation and the Term Structure}",,2022,,,,,Peters,,,,,,0,mendeley
2759,Denuit2022b,article,"Denuit, Michel M. and Hieber, Peter and Robert, Christian Y.",10.1017/asb.2022.13,ASTIN Bulletin,813--834,{Mortality Credits Within Large Survivor Funds},52,2022,,,,3,FFT,,,,,,0,mendeley
2760,Trenberth2013,article,"Trenberth, Kevin E. and Fasullo, John T.",10.1002/2013EF000165.Received,,19--32,{Earth's Future An apparent hiatus in global warming?},,2013,,,,,,,,,,,0,mendeley
2761,Carr2008,article,"Carr, Peter P. and Ewald, Christian Oliver and Xiao, Yajun",10.1016/j.frl.2008.05.001,Finance Research Letters,162--171,{On the qualitative effect of volatility and duration on prices of Asian options},5,2008,,,,3,,,,,,,0,mendeley
2762,Duffie2010,book,"Duffie, Darrell",,,,{Dynamic asset pricing theory},,2010,Princeton University Press,,,,,,,,,,0,mendeley
2763,Carr2009,article,"Carr, Peter P. and Wu, L.",10.1093/jjfinec/nbp010,Journal of Financial Econometrics,409--449,{Stock Options and Credit Default Swaps: A Joint Framework for Valuation and Estimation},8,2009,,http://jfec.oxfordjournals.org/cgi/doi/10.1093/jjfinec/nbp010,,4,Carr,,,jul,,,0,mendeley
2764,Grochola2023,article,"Grochola, Nicolaus and Browne, Mark J. and Gründl, Helmut and Schlütter, Sebastian",10.1111/rmir.12248,Risk Management and Insurance Review,287--341,{Exploring the market risk profiles of US and European stock insurers},26,2023,,,,3,JRI2023,,,,,,0,mendeley
2765,Arrow1962,incollection,"Arrow, Kenneth J.",,,1--6,{Economic Welfare and the Allocation of Resources for Invention},46,1962,,,,1,,NBER,,,,,0,mendeley
2766,PotterYYYY,article,"Potters, Marc and Bouchaud, Jean-philippe and Laloux, Laurent",,,,{Financial Applications of Random Matrix Theory: Old Laces and New Pieces},,,,,,4,,,,,,,0,mendeley
2767,MazonkYYYY,article,"Mazonka, Oleg",,,,{Blockchain: Simple Explanation},,,,,,,,,,,,,0,mendeley
2768,Chang2012,article,"Chang, C. C. and Wang, C. W. and Yang, C. Y.",10.1111/j.1539-6975.2011.01447.x,… of Risk and Insurance,867--895,{The Effects of Macroeconomic Factors on Pricing Mortgage Insurance Contracts},79,2012,,http://onlinelibrary.wiley.com/doi/10.1111/j.1539-6975.2011.01447.x/full,,3,,,,,,,0,mendeley
2769,Klugman2006,article,"Klugman, Stuart A. and Rioux, Jacques",10.1080/10920277.2006.10596240,North American Actuarial Journal,63--83,{Toward a unified approach to fitting loss models},10,2006,,http://www.tandfonline.com/doi/abs/10.1080/10920277.2006.10596240,,1,,,,,,,0,mendeley
